user,trend_slope,trend_mean,trend_std,trend_volatility,trend_category
0001b3b2f18c01c62ed9b2a87de7b4e33e7836f786f7904471d8866978405c1b,2.0917427193180474e-07,0.16137034534635844,0.03779431937681073,0.23420857962279631,Stable
0004150214d14a2b2e6f7075531e661cf465b27ec4d0d53573866df2c97b8313,1.5829951107574026e-05,1.9739422239900872,0.39750827311521747,0.20137786622330933,Increasing
000721f0fc6ccf02ae24b67393979513171f2abc119af07a7abed20ca303b665,1.2650623426091246e-06,0.1330702761331847,0.040742834416219745,0.3061753202904748,Increasing
0009b156f2a1213a137c150f4787150384938eac15cc2044a10c797d98667a91,6.737776995796203e-07,0.30309339522267004,0.0519832864571368,0.1715091363800483,Stable
000bf84faacf921b55bd4ec4aecda599754e9017e150091d330afc038f0fab11,-3.91204469907603e-06,0.30439808838360055,0.08062404547341781,0.26486383637145544,Decreasing
000da4922a91b9895f9f871225d8e3b9a1bbd51c3a29100b14864b75f0188534,1.7297466977416687e-07,0.003371414972769634,0.007059342374273368,2.0938811838028006,Stable
001be27fc1f3e2daa58919a9de02e9e1b4a2ffb0fc8ebe2acb747f52a30acf32,3.342187078347073e-07,0.34239800720644964,0.061314569568205406,0.17907396736463962,Stable
001f110aa2520c6822370ae277427326684ce4e6504043c627fe77c860fbdcd9,2.6692214856447244e-05,0.4040812549619456,0.11640021372324959,0.28806140421983095,Increasing
0023b15da6626445e077a553801554466ecd28f66c575ae316f910ac15dec227,-7.917864936176198e-06,0.47250600868548126,0.24813777651336036,0.525152637113935,Decreasing
0023b502d95ae54c7c0e5f7a3cef3ad620651efe04e4253bfd3ada4e62161dfe,1.8995198744955076e-06,0.2120612982307294,0.043870083915015685,0.20687454184725235,Increasing
0024e07345b50dd266c6390d5c496a1bad30a85d8cff3ab80b78ce16102c008a,7.871279881633211e-06,0.23078548372557603,0.039343650000639184,0.17047714338663605,Increasing
002da62dc54b7a789473182feddfad7c185a94608196e9169bf61a17a90e6915,3.5582941043936193e-07,0.11978277617953526,0.025846141142842633,0.2157751052964693,Stable
002dee79e61047af5f33e9fc617562a4117e25ca2192ed01c6608f37760c9504,6.535341964053912e-06,0.23522376042295373,0.06839573003658919,0.2907687978187554,Increasing
002ed9a37fb8cf35ccd34afffb48add82354efd8a61c615b3c0f08b33c3404d8,2.6694372371390062e-05,0.5842607147233132,0.11054217631573741,0.18920008402085803,Increasing
00360f8639d63be18f35bf7181f155f69bf176003b5ee3916ea427c508085a35,-2.4753936150864087e-06,0.24224625127271993,0.053335285143829216,0.22016970278637893,Decreasing
0037de47a2397f66e7a8a4f8c04962390c6b5fbf5dc19dcd1909807d989002dd,1.086573104245914e-05,0.30169113448550977,0.16135153115031425,0.5348235751954586,Increasing
00489151865c9806ea977413603cc72b8bc27ff57350e878fcbedcb4d69317b1,-8.842945805146027e-07,0.10636341850721613,0.06824158849101548,0.6415888982205447,Stable
004a149b06c038586f30361ac6f16adb2ee32aee5f80784a4bda6a257814a9a4,2.283088365829997e-06,0.2221515042269372,0.04440208260636121,0.19987297750188807,Increasing
0050b980111bad9422575db977d18199b5426cfa491073e4be3efa1acb1aa136,8.251941312484969e-07,0.07923132132783257,0.07503706663308218,0.947063173698745,Stable
0051177c9c0ec5ba203990395f5e785e9e913321576aed98d30b9ccab17d5823,3.180455241511701e-07,0.1747269017310576,0.03228264920114045,0.18476061145312592,Stable
0052816ff7fcdf2a35953c34f9f2ea4c127623533e3274ce46bf0a7c3956f1ac,7.448448279440619e-07,0.05811124268098772,0.02742188424174341,0.47188604092121816,Stable
0054900c9a8b6e82d6c102fe69ce4ec95fd189f23336f2c72fb46e2e3bef283a,-2.021495309404648e-06,0.1302210721770157,0.025859344468253425,0.19858033754400045,Decreasing
005932ecd8e0888863372c2ca998801ea6a7f2fef1e9dde0035d5c68c92bc145,1.2631165689908195e-06,0.15224884881847786,0.03851518099406769,0.2529751869584793,Increasing
005b44a54261c2606e2c5c9a1e8ff47c933f023d59cb171c0df08cea878403bf,2.3390010749895394e-08,0.2442760532987929,0.13003343550170784,0.5323216653687044,Stable
005e34f194141e43c7d90738e0d76a38f074f5afb8daf2540023f38851a85ac2,9.617101939308293e-07,0.147080528124729,0.033818230621075605,0.22993003256281935,Stable
0062c8d5ca7dfed574aab968f665978a9cb770a0d8f325cdfc741d3cd6f60cb1,-2.2138653040191804e-07,0.15484734804440636,0.04486266067924482,0.28972185346293,Stable
0066a46980ca4c76f2f6306e206551be2da36363237dffffd03b01934a1514bf,-2.834133903166836e-07,0.15951404902469113,0.04164225259587451,0.2610569592489544,Stable
00688d15088ce2e0fcb251e2cad627a0b1bd2f2d5c462c9fb28cd22449cbc8db,5.416585674345509e-06,0.3665602642762517,0.3291269661648809,0.8978795528061932,Increasing
006c6b188f8063853123d3a89e5357e1349bfdaad288e8669e7007310a391914,1.9908413053337702e-06,0.08956327985386947,0.01854278054939619,0.20703552370626,Increasing
006ea886c093fa2bd562ab4d05e9577bdfd49b1f2c517481aeb5e4497d995f0a,-4.685659643924886e-06,0.13205011182214957,0.023512797776521464,0.1780596582014974,Decreasing
00740539bc141a16321919f2a16b6c364a38047b84bb982cf9165dc604fab931,-3.691471779704793e-06,0.12460200694262445,0.08859318412577472,0.7110092870861162,Decreasing
007aaadc125bb4e442192aa3daafcf7c602eafed4cb91e3b0adaa541983e17ea,2.374980153522279e-06,0.07302785465491336,0.02823138921626075,0.3865838500893347,Increasing
008189c1cb058a65a847a3e917fb77cff50abc30486b6e330131a09ce1a1a80f,2.1841424300276374e-06,0.1789552695582895,0.07452552549550351,0.41644778429522006,Increasing
0087fcf95da46d578c5ac5e129b92b3b699a905d65fa3c1b6ad88e02f4bb7d92,1.1328098429520546e-06,0.24036296869509313,0.03330361558940043,0.13855551780793224,Increasing
008991fb296b8cd6a34324ef4e67b8d5244048a602418cc9c7e7982660d34a11,-1.433712781091116e-05,0.4839267374474575,0.3122235252240867,0.6451875894912429,Decreasing
008a62eeaa03dd8db7364cda08f2c21e0475d8b18b0499d2734ab8aab34da300,1.851499247920714e-07,0.004621586301885105,0.007802305451171992,1.6882310404956624,Stable
00905e8f95cd93ad4224ad1e0df9951034f0861a6cf532917dff60d0adb70120,-6.591185213505893e-07,0.2787443747443665,0.050507976896738416,0.18119819258436604,Stable
009068be20fff45059b714e85094b67f91dcb1dc7f3defc74d27ab615ca85427,1.8672469219853154e-05,0.07389912062732659,0.07183943927590931,0.9721284727892195,Increasing
0092f0cfe994ff786f9dd416d896c5f9fe01ab60b214f86cba2a6c295e1de3b1,1.905155461877042e-06,0.3327510428889695,0.09765652636960272,0.2934822548465707,Increasing
0093f0f5f552471964e924c74d2d163fc47842fd5ac7d6519bc1ef705e478017,1.4867381215732232e-06,0.3214522823550062,0.036686278708703564,0.11412667049658053,Increasing
009429775691556a0529b6c9cb32449af8f8327d32b9bbb9e6b40cddd396be50,1.8991411569475368e-06,0.10410730839954399,0.026480745106774735,0.254360097421275,Increasing
00983b85e8be33dbe113890de6f1e1566d7fa82a3562a7cc986e4075d3287a39,3.244627592212203e-07,0.2601688081698802,0.04738491566821265,0.18213142459903237,Stable
00991127eac61693a824e0eb0ccda185348907f621a1079d6e55e79292234ffe,2.723655464933378e-06,1.021646807411489,0.22197901800468395,0.21727569292474416,Increasing
00999d23b624f00a5e44f9e7b6e91a7b85970dcecfe324f0edc695060fee449e,5.395692941174356e-05,0.3897933696826894,0.40777463935347164,1.0461302604644607,Increasing
009d5a80c53ac2b2da3ba7419dacf6e22de58c96ce67f8ad3646f16340f1bff1,-9.180923048353874e-07,0.1124192703065666,0.02170974293872475,0.19311407091971358,Stable
00a1614dc0e671ec0ee50aa63f15a9018417717d3e000e2757966dadc0ae1f9c,6.066707055824961e-06,0.3691160635686786,0.1844080959159307,0.499593797498383,Increasing
00a3e40e4b2e270f037660791016399b73ca116df989ea7fa640b9097247d2bb,-2.561772597730597e-06,0.07274572591021564,0.12529443159232576,1.7223614174524409,Decreasing
00ace226e25ab036833cf6d4546aff0e9e7f47514af0c7804a5b04cb27e0f940,-1.066859890927095e-06,0.2120506554677949,0.0527517350550474,0.24876949773474785,Decreasing
00adfecd32b7b6770c42f3c166696578518a90490f8958656be3920ad4c095ea,-5.812887847568018e-07,0.12650423805695973,0.02033277787576451,0.16072803716354137,Stable
00af05a1bb1f2f85d0574659cd91daaebcbadf2fe128f6363a31df311ace9433,7.248192297918074e-06,0.32754351803728193,0.09019908193663921,0.27538045166374653,Increasing
00afe36f1b78e683be4ca713b50860920a18a1f0df2a6bf3a126d6f412abdce8,-6.297141528389461e-07,0.09634585021001117,0.024445808108300066,0.253729746066011,Stable
00b12d888bf5b4bf1d830c4a192fdb0102b088965edbd74713c55f65fa41598d,-1.2481732940013837e-06,0.13140660994061157,0.02496478755885191,0.18998121609053453,Decreasing
00b1b22bceeb8b1bc4f837ac1a0a3df3078728d284e39d596c59b8150b9d5c16,-6.9906056995355205e-06,0.2453585243917785,0.13871064559182106,0.5653386037255977,Decreasing
00b1bbe1d82e9e1b5d4a1ae1dacd3ffa0e9191de495167f9bcf08e7003f77d15,-3.4672643811941265e-06,0.11209344984701039,0.14497987476911603,1.2933840020713998,Decreasing
00b4d78ec0b3335fca95369ec6a6d9e882c5ffaea59ea07ed31337a327f4ecca,6.314085453930436e-07,0.15979684565286256,0.07621260569686487,0.47693435615385454,Stable
00b5d07b06fcdc36e849912df6a1b4f4f1a8fa2cbb0f57ece4bafeaf50708dbb,-9.506518321507623e-07,0.12130886986039985,0.020078791666519272,0.16551791876080948,Stable
00b655f77a0bf8c12323560fa1cd609548ab10782e495b2c63b2c1c56c537305,-7.402351619294589e-07,0.1651049274049291,0.03884443723342077,0.23527121718271077,Stable
00bcdf5504d6fbeffb942e67773ca5e48400692498ce92c9d98591af38461bc2,5.117605442542338e-07,0.2602159035453207,0.02327051206099424,0.08942770885231968,Stable
00bf1d2069b2e25afafbad04fbec9358a052164d54f8e35683fa8ca29b4c7e65,5.031302926479548e-05,1.0559793178709467,0.4076380708751331,0.3860284609522545,Increasing
00c3be6ea12b3d5af34f173ed1e067804153e80c8a8c1fcd4ecf9f57046c09c0,3.317862398494176e-07,0.361354325802761,0.03044688824022357,0.08425771069042765,Stable
00c5991efb1af9629b7893e3e53a306ea2f8e9fec5f82e23a10fcabc718395e9,1.0047740747375583e-06,0.42169166515652634,0.20232593988689587,0.47979591868811344,Increasing
00cc07b599980e1d36805cdf9dc196d367cc1c288a71f09a18a6c8d2ea11df95,5.8293849821675356e-08,0.3134333452120174,0.027901717992357817,0.08901962225328677,Stable
00ce89cae9f1cbd055f58f14f5953f9eda89f1aa7cc92061f566377c101c8663,-1.2479013186366692e-06,0.16650367351594067,0.035671052077022584,0.21423582629609383,Decreasing
00d37f24e699dbb982298a5d40c48cc47461c006e778f608b018898820944533,-8.977828607505599e-08,0.0913656075175449,0.02523900653992825,0.2762418729069537,Stable
00db2f868b1075624b10684c1bbade33552a0490b27e01d911d7f702f6ca463d,-2.728718362666117e-07,0.2032583021837103,0.0767228206521936,0.3774646340539117,Stable
00dcd8d903f75e1f22baa037a7a3ab0fd9bc883614a00ca930381704f7e5d31d,-3.273958123262464e-06,0.12604997839982887,0.06851160197708975,0.5435272805820867,Decreasing
00e344d941efbfcc1c77e1dd5001d095c2f65419ebc782e1405653a9ca7b235b,1.2575060012585037e-06,0.11919733816583457,0.034006909818585354,0.2852992385725332,Increasing
00e344f971f3d9e4d59ee27b8877867d01b804271dda86cd1cbf657f8ef18f54,-9.444042548709852e-06,0.1742290537959456,0.3025335289616625,1.7364126267711075,Decreasing
00f0594b91eab88526c5f658076daae447baa865506d78e88b9b5267242f88c5,1.229953249079652e-05,0.4575683602896196,0.19960023902939028,0.43621949494727424,Increasing
00f3f107743d0d87d1795ff06cd112b14e8262ccbdd48eb9f3762551ec564597,-1.970882269449668e-06,0.119058090441531,0.039770285174631506,0.3340410133166259,Decreasing
00f65dfea3154759e9d144ff1af16082da775db7c80f83ad4b8951d066722363,4.787935323826893e-06,0.18835673670079067,0.08654739815911498,0.45948660862922924,Increasing
00f7189c9ec7fbcbbe81afa96130bfdf48c785ae06be1191ceac99a88724d8ca,-4.368932865729935e-07,0.2008347930370741,0.02651887381051621,0.13204322522751735,Stable
00f71970f96c8986c4ca3e49c5a690d9a5956bfb098a9d3481cde21948e3d438,1.727963183387955e-05,0.1522586908419713,0.12848350982792148,0.8438500890650242,Increasing
01030157787b22dd4eaad99fdfa255401095aa47843913a22569da538c483d77,-5.127810370128753e-06,0.25676149965894224,0.049601836530373596,0.19318253163445454,Decreasing
01053a37402ef65396a772098fc253a9297f25ae54574f9009bdb9f3f37f5bdb,5.303224089573315e-07,0.12864521543700622,0.028978907502964887,0.22526222529554554,Stable
01071048b31e16b02700afc9b038ec0038da9c17b223b05162e1473b69b4f18e,1.9184976944057276e-05,0.11129863845783496,0.07575904111349002,0.680682550687186,Increasing
0107440f685d5598377645e0c7e8804135ef200fd3866bda15acca07d2abe766,6.385958794190625e-06,0.4350675957460043,0.0874166023995681,0.20092648419305068,Increasing
01074cf47884dc6d89b1ac89fa8d6b653b864659426f3706e22268311dac3c83,-1.9939818184835844e-06,0.1391461665608114,0.052049734278674264,0.37406516877291646,Decreasing
01121b575bfd5ed17ca6194198d37ec8cba324fb953598a9b167799df295c557,1.6821547341682269e-07,0.0687416802833801,0.022996275406088718,0.33453176168067283,Stable
011375df76f7dd9c6e3efd7db6d1d83c4742c8b9dd27c4b80bc21cc29491c784,-1.7947348007814544e-06,0.34049753012264544,0.11173376520753679,0.32814853360989393,Decreasing
0114258568d7d465e28b4e58e7327141653185b16e0da0cfe7296421117b1fc3,-1.3607521163871153e-06,0.1891882193699722,0.06002251525510044,0.3172634927004718,Decreasing
0119a1ba86a11a6b0e060d15ef6866f116d513d47cb551d0617bc3fc441236db,-1.3443731672455236e-05,0.1573194314155952,0.30866818206383084,1.962047404356639,Decreasing
011d9e64d113df6599990cee76348bf30e739cdd10049769cfdbd36d75c00fd5,-7.077010606870756e-08,0.22940495223866686,0.03415802654948325,0.14889838347493972,Stable
013345321b7005b7f9ee4fa4769172d50c86d2953aa90def61db025b4c7bd254,1.6176271589740373e-06,0.1285807412383808,0.015360493438507672,0.11946185167831828,Increasing
0134e581bd866a6e284656d3938c9d21db82290cc74c6ee69a0b9be607f08479,-1.4961206597197364e-06,0.13933003225004958,0.03863425455365285,0.2772859083554766,Decreasing
013534f14bc222adf7625b2d118bc05185337f04885e688f9f11d71843042cc0,-1.77493669761658e-06,0.33615529537792715,0.12933020980461318,0.38473351924803667,Decreasing
01385617061e4bf522b6f509d35e60eb84fa6ec359e66e94b2bf45e266dd9be9,-7.472105715511448e-09,0.0028333406397903307,0.0025145190198715616,0.8874750125553692,Stable
01401d5af6ef2bf95733b985d27e2f8f592776e1f6428676db96f91cf3a24c7e,-1.3325517600262607e-06,0.22463378635917702,0.06659087502857472,0.2964419382670227,Decreasing
014516e8d5cc934526d553cecdde999b7e8c9c42e48779bece9293d10e8b40e0,8.996547096120875e-05,1.914639618992953,1.5384932290135953,0.8035419374758367,Increasing
0145a8c107889554878179f7a0ce452dcaffb5cf5428d7c8ea279082bbefd976,1.6980914347983324e-05,0.3329842319269913,0.19091849860474694,0.573355973944757,Increasing
01506cc920b741a8b1216a397ce07abb23ba338ad22451544b530c0f9a81cf7d,3.859570093813362e-06,0.0999386038356936,0.07396787027191012,0.7401331160631255,Increasing
0151854e55bc6a80e5ce39a98274ff1f6f95a13a152fdb1a4ce167364a5a2f03,-5.987264754022966e-06,0.24396740143807058,0.09953630595511286,0.4079901879037698,Decreasing
015647991b19619d70279fbc9c5938c2ee653f376687ef34bf05a195b05c21ee,1.4490359985624764e-06,0.0647270214135898,0.1687818491857987,2.6075948730488316,Increasing
