user,seasonal_strength_daily
0001b3b2f18c01c62ed9b2a87de7b4e33e7836f786f7904471d8866978405c1b,0.4318224910577466
0004150214d14a2b2e6f7075531e661cf465b27ec4d0d53573866df2c97b8313,0.8191659209981363
000721f0fc6ccf02ae24b67393979513171f2abc119af07a7abed20ca303b665,0.43948770774750856
0009b156f2a1213a137c150f4787150384938eac15cc2044a10c797d98667a91,0.5392195183736961
000da4922a91b9895f9f871225d8e3b9a1bbd51c3a29100b14864b75f0188534,0.261938655323798
001be27fc1f3e2daa58919a9de02e9e1b4a2ffb0fc8ebe2acb747f52a30acf32,0.502541809196265
0023b15da6626445e077a553801554466ecd28f66c575ae316f910ac15dec227,0.7158403253389337
002da62dc54b7a789473182feddfad7c185a94608196e9169bf61a17a90e6915,0.4504150650352764
00360f8639d63be18f35bf7181f155f69bf176003b5ee3916ea427c508085a35,0.4656787303453963
00489151865c9806ea977413603cc72b8bc27ff57350e878fcbedcb4d69317b1,0.42227353270784607
004a149b06c038586f30361ac6f16adb2ee32aee5f80784a4bda6a257814a9a4,0.41861297554355403
0050b980111bad9422575db977d18199b5426cfa491073e4be3efa1acb1aa136,0.3105357328871514
0051177c9c0ec5ba203990395f5e785e9e913321576aed98d30b9ccab17d5823,0.517196499640161
0052816ff7fcdf2a35953c34f9f2ea4c127623533e3274ce46bf0a7c3956f1ac,0.3825247100620748
005932ecd8e0888863372c2ca998801ea6a7f2fef1e9dde0035d5c68c92bc145,0.47993835085582603
005b44a54261c2606e2c5c9a1e8ff47c933f023d59cb171c0df08cea878403bf,0.3346970615963062
005e34f194141e43c7d90738e0d76a38f074f5afb8daf2540023f38851a85ac2,0.4178774869743347
0062c8d5ca7dfed574aab968f665978a9cb770a0d8f325cdfc741d3cd6f60cb1,0.42754834139344533
00688d15088ce2e0fcb251e2cad627a0b1bd2f2d5c462c9fb28cd22449cbc8db,0.4840661463660446
00740539bc141a16321919f2a16b6c364a38047b84bb982cf9165dc604fab931,0.7087749718664026
008189c1cb058a65a847a3e917fb77cff50abc30486b6e330131a09ce1a1a80f,0.5087836943190325
008991fb296b8cd6a34324ef4e67b8d5244048a602418cc9c7e7982660d34a11,0.6715983025595618
0093f0f5f552471964e924c74d2d163fc47842fd5ac7d6519bc1ef705e478017,0.6374131732126017
00983b85e8be33dbe113890de6f1e1566d7fa82a3562a7cc986e4075d3287a39,0.4914124718586824
00991127eac61693a824e0eb0ccda185348907f621a1079d6e55e79292234ffe,0.9845372333143037
009d5a80c53ac2b2da3ba7419dacf6e22de58c96ce67f8ad3646f16340f1bff1,0.44383022442242026
00a1614dc0e671ec0ee50aa63f15a9018417717d3e000e2757966dadc0ae1f9c,0.5748659057338099
00a3e40e4b2e270f037660791016399b73ca116df989ea7fa640b9097247d2bb,0.5745984181857199
00ace226e25ab036833cf6d4546aff0e9e7f47514af0c7804a5b04cb27e0f940,0.5580791057471486
00afe36f1b78e683be4ca713b50860920a18a1f0df2a6bf3a126d6f412abdce8,0.322517641417815
00b1b22bceeb8b1bc4f837ac1a0a3df3078728d284e39d596c59b8150b9d5c16,0.4545912687783581
00b1bbe1d82e9e1b5d4a1ae1dacd3ffa0e9191de495167f9bcf08e7003f77d15,0.737805746994107
00b4d78ec0b3335fca95369ec6a6d9e882c5ffaea59ea07ed31337a327f4ecca,0.444766417978563
00b655f77a0bf8c12323560fa1cd609548ab10782e495b2c63b2c1c56c537305,0.4533991063832734
