user,seasonal_strength_daily
0001b3b2f18c01c62ed9b2a87de7b4e33e7836f786f7904471d8866978405c1b,0.4503020469193033
0004150214d14a2b2e6f7075531e661cf465b27ec4d0d53573866df2c97b8313,0.7843368080148374
000721f0fc6ccf02ae24b67393979513171f2abc119af07a7abed20ca303b665,0.47911244404599285
0009b156f2a1213a137c150f4787150384938eac15cc2044a10c797d98667a91,0.5151501425061238
000bf84faacf921b55bd4ec4aecda599754e9017e150091d330afc038f0fab11,0.47514984643817293
000da4922a91b9895f9f871225d8e3b9a1bbd51c3a29100b14864b75f0188534,0.2683983809706255
001be27fc1f3e2daa58919a9de02e9e1b4a2ffb0fc8ebe2acb747f52a30acf32,0.5640502684964565
0023b15da6626445e077a553801554466ecd28f66c575ae316f910ac15dec227,0.6905083379319592
0023b502d95ae54c7c0e5f7a3cef3ad620651efe04e4253bfd3ada4e62161dfe,0.4695027916728336
002da62dc54b7a789473182feddfad7c185a94608196e9169bf61a17a90e6915,0.5041361725818583
002dee79e61047af5f33e9fc617562a4117e25ca2192ed01c6608f37760c9504,0.48548000107945344
00360f8639d63be18f35bf7181f155f69bf176003b5ee3916ea427c508085a35,0.46130531334096037
0037de47a2397f66e7a8a4f8c04962390c6b5fbf5dc19dcd1909807d989002dd,0.7760686384747717
00489151865c9806ea977413603cc72b8bc27ff57350e878fcbedcb4d69317b1,0.3469575250057628
004a149b06c038586f30361ac6f16adb2ee32aee5f80784a4bda6a257814a9a4,0.4709360222647102
0050b980111bad9422575db977d18199b5426cfa491073e4be3efa1acb1aa136,0.38077098592403724
0051177c9c0ec5ba203990395f5e785e9e913321576aed98d30b9ccab17d5823,0.550564906226175
0052816ff7fcdf2a35953c34f9f2ea4c127623533e3274ce46bf0a7c3956f1ac,0.39987346375095323
0054900c9a8b6e82d6c102fe69ce4ec95fd189f23336f2c72fb46e2e3bef283a,0.5202446923378565
005932ecd8e0888863372c2ca998801ea6a7f2fef1e9dde0035d5c68c92bc145,0.534165408288616
005b44a54261c2606e2c5c9a1e8ff47c933f023d59cb171c0df08cea878403bf,0.3655344559214908
005e34f194141e43c7d90738e0d76a38f074f5afb8daf2540023f38851a85ac2,0.405935761222573
0062c8d5ca7dfed574aab968f665978a9cb770a0d8f325cdfc741d3cd6f60cb1,0.478280591681435
00688d15088ce2e0fcb251e2cad627a0b1bd2f2d5c462c9fb28cd22449cbc8db,0.5198746674384738
00740539bc141a16321919f2a16b6c364a38047b84bb982cf9165dc604fab931,0.5840879779157663
008189c1cb058a65a847a3e917fb77cff50abc30486b6e330131a09ce1a1a80f,0.5380456283230355
0087fcf95da46d578c5ac5e129b92b3b699a905d65fa3c1b6ad88e02f4bb7d92,0.4233489735622492
008991fb296b8cd6a34324ef4e67b8d5244048a602418cc9c7e7982660d34a11,0.5488688266030808
008a62eeaa03dd8db7364cda08f2c21e0475d8b18b0499d2734ab8aab34da300,0.27786318728211423
0092f0cfe994ff786f9dd416d896c5f9fe01ab60b214f86cba2a6c295e1de3b1,0.4719291282698991
0093f0f5f552471964e924c74d2d163fc47842fd5ac7d6519bc1ef705e478017,0.6852873811381968
00983b85e8be33dbe113890de6f1e1566d7fa82a3562a7cc986e4075d3287a39,0.4770561476877987
00991127eac61693a824e0eb0ccda185348907f621a1079d6e55e79292234ffe,0.9851430062485621
009d5a80c53ac2b2da3ba7419dacf6e22de58c96ce67f8ad3646f16340f1bff1,0.3863298730831586
00a1614dc0e671ec0ee50aa63f15a9018417717d3e000e2757966dadc0ae1f9c,0.47773943262311813
00a3e40e4b2e270f037660791016399b73ca116df989ea7fa640b9097247d2bb,0.6036806479110988
00ace226e25ab036833cf6d4546aff0e9e7f47514af0c7804a5b04cb27e0f940,0.6912800908861172
00adfecd32b7b6770c42f3c166696578518a90490f8958656be3920ad4c095ea,0.3709087128963152
00afe36f1b78e683be4ca713b50860920a18a1f0df2a6bf3a126d6f412abdce8,0.38156841817058995
00b12d888bf5b4bf1d830c4a192fdb0102b088965edbd74713c55f65fa41598d,0.5353482328752346
00b1b22bceeb8b1bc4f837ac1a0a3df3078728d284e39d596c59b8150b9d5c16,0.40774313904836956
00b1bbe1d82e9e1b5d4a1ae1dacd3ffa0e9191de495167f9bcf08e7003f77d15,0.5126680912620826
00b4d78ec0b3335fca95369ec6a6d9e882c5ffaea59ea07ed31337a327f4ecca,0.49076291788356907
00b655f77a0bf8c12323560fa1cd609548ab10782e495b2c63b2c1c56c537305,0.5129461114788867
00bcdf5504d6fbeffb942e67773ca5e48400692498ce92c9d98591af38461bc2,0.5777359310361501
00c3be6ea12b3d5af34f173ed1e067804153e80c8a8c1fcd4ecf9f57046c09c0,0.5814483919134855
00c5991efb1af9629b7893e3e53a306ea2f8e9fec5f82e23a10fcabc718395e9,0.5547440085344927
00ce89cae9f1cbd055f58f14f5953f9eda89f1aa7cc92061f566377c101c8663,0.4842239338771245
00d37f24e699dbb982298a5d40c48cc47461c006e778f608b018898820944533,0.4026040303333813
00db2f868b1075624b10684c1bbade33552a0490b27e01d911d7f702f6ca463d,0.45485086448704626
00dcd8d903f75e1f22baa037a7a3ab0fd9bc883614a00ca930381704f7e5d31d,0.40942242814524776
00e344d941efbfcc1c77e1dd5001d095c2f65419ebc782e1405653a9ca7b235b,0.40227890907969766
00e344f971f3d9e4d59ee27b8877867d01b804271dda86cd1cbf657f8ef18f54,
00f0594b91eab88526c5f658076daae447baa865506d78e88b9b5267242f88c5,0.8137091487090147
00f3f107743d0d87d1795ff06cd112b14e8262ccbdd48eb9f3762551ec564597,0.407327143192142
00f65dfea3154759e9d144ff1af16082da775db7c80f83ad4b8951d066722363,0.4684439273552351
00f7189c9ec7fbcbbe81afa96130bfdf48c785ae06be1191ceac99a88724d8ca,0.5889776276609131
01030157787b22dd4eaad99fdfa255401095aa47843913a22569da538c483d77,0.5375543971819083
01053a37402ef65396a772098fc253a9297f25ae54574f9009bdb9f3f37f5bdb,0.5052106353272392
01074cf47884dc6d89b1ac89fa8d6b653b864659426f3706e22268311dac3c83,0.29893886225252675
01121b575bfd5ed17ca6194198d37ec8cba324fb953598a9b167799df295c557,0.49929012864184963
011375df76f7dd9c6e3efd7db6d1d83c4742c8b9dd27c4b80bc21cc29491c784,0.5561219324132234
0114258568d7d465e28b4e58e7327141653185b16e0da0cfe7296421117b1fc3,0.4516920329409633
0119a1ba86a11a6b0e060d15ef6866f116d513d47cb551d0617bc3fc441236db,0.40434424973435024
011d9e64d113df6599990cee76348bf30e739cdd10049769cfdbd36d75c00fd5,0.4676343514208504
0134e581bd866a6e284656d3938c9d21db82290cc74c6ee69a0b9be607f08479,0.4587317316101742
013534f14bc222adf7625b2d118bc05185337f04885e688f9f11d71843042cc0,0.48136069967930906
01385617061e4bf522b6f509d35e60eb84fa6ec359e66e94b2bf45e266dd9be9,0.29021597759243833
01401d5af6ef2bf95733b985d27e2f8f592776e1f6428676db96f91cf3a24c7e,0.6686387952237001
014516e8d5cc934526d553cecdde999b7e8c9c42e48779bece9293d10e8b40e0,0.9826282811101632
0145a8c107889554878179f7a0ce452dcaffb5cf5428d7c8ea279082bbefd976,0.5915156847752021
01506cc920b741a8b1216a397ce07abb23ba338ad22451544b530c0f9a81cf7d,0.5518524408833275
0151854e55bc6a80e5ce39a98274ff1f6f95a13a152fdb1a4ce167364a5a2f03,0.5896384827980579
015647991b19619d70279fbc9c5938c2ee653f376687ef34bf05a195b05c21ee,0.48833629412088075
0157ccc02bc7d96d5972685c6c1050a65495d813dede780282525e1cd66f1e63,0.5123369829142115
015efff33e90b5ea09c3d83ee38f10fa3422c7f6fc872399f8227895631a2aa4,0.30772465246972813
01624eb4da09be5bc8e171658bb2a269e4f800d956cf4a67fda174e7e664c595,0.5949832701649571
017300e2fd83090ac90bcd222edaaa7aa2822b2610166f2132c2ad97b9b92ab1,0.5159771186335194
01746e006a98e4645cc5befc286757dbcb33cb64e438f49b1b4a7919c970e3b0,0.5618727100729539
0175d4c3d23acafb7d10458b701dd977cac75ed6db9cb79583e2a3201ec5da66,0.5883769968298991
0181b4e7a6b7d55a49c3f6d0994e83a568a85a9831cd8da1d5c152253c917d73,0.8623586805939959
018447393dca5061e39c53b13d22e673da9e11c6086d1245aacaad986dd7539c,0.4405858993016094
018691ce738b789921141c0a480a61dd2d44c1e4585e83a4c092a80a934ebe16,0.5002175193770129
018a70ee468c334f4126f0c6cfa8c50355b05317de3f5a485141d014cd8cc212,0.4332655402229242
018bf514f9d00b8d5f0b676422942f6413de69d8efebc586ea60341c7d58e695,0.6146136127459151
018e50c6e1078b5cc2d18a94e4f540165d9fdd0195a04f8a199f978c4dc0d160,0.5384751375611926
018ece787233eff982a4115408054948afd730595016c9d0e3fdc74023cbc84d,0.9989566759730664
018fa8df0d78c310e1b156ebd22d869e72044207230ba2fb02613d5b816a8c24,0.5241741552277754
01962f8bcdff51f9b3aaa1fdd48685a3260aca67705740eca093614977455a1d,0.559652736967055
019b6608391aeaa6fb5acfca070bb09b2b1a6b8dcf8f76a31bc03ab41f47dcd2,0.5279578801277502
01a5c1e04b4a52f7e3bd6d8fa8d93ab30e792c522c6ef671199796e508417fc5,0.5686261106350268
01ab5082afeb729f66210775635bd0bffe88b97070327ff424f5b50e30260db4,0.5286168605649597
01aefe546b0f3413c840cef448865e714e49d73707124e611d933a539893f800,0.5435914664452257
