user,trend_slope,trend_mean,trend_std,trend_volatility,trend_category
0001b3b2f18c01c62ed9b2a87de7b4e33e7836f786f7904471d8866978405c1b,5.01744119854861e-06,0.17865084638504336,0.046169394824080695,0.25843367528510064,Increasing
0004150214d14a2b2e6f7075531e661cf465b27ec4d0d53573866df2c97b8313,-2.9738005668604653e-05,1.9139998807532905,0.3049095685959024,0.15930490469826963,Decreasing
000721f0fc6ccf02ae24b67393979513171f2abc119af07a7abed20ca303b665,1.7666048616379963e-06,0.16151969044355663,0.03290915322403897,0.20374700529493114,Increasing
0009b156f2a1213a137c150f4787150384938eac15cc2044a10c797d98667a91,9.674115353722369e-06,0.3164919715014385,0.06332421041631027,0.20008156957631532,Increasing
000bf84faacf921b55bd4ec4aecda599754e9017e150091d330afc038f0fab11,-7.2630740598978244e-06,0.3184965527190415,0.08082327000390857,0.25376497583383895,Decreasing
000da4922a91b9895f9f871225d8e3b9a1bbd51c3a29100b14864b75f0188534,-1.925403352779389e-09,0.0022696677051122893,0.0002124613997899241,0.09360903330093988,Stable
001be27fc1f3e2daa58919a9de02e9e1b4a2ffb0fc8ebe2acb747f52a30acf32,-4.122232452561047e-07,0.3815149623371734,0.05518806519283855,0.1446550480084834,Stable
0023b15da6626445e077a553801554466ecd28f66c575ae316f910ac15dec227,1.6119754583504733e-05,0.4006449454873169,0.23548386485137393,0.587761976043271,Increasing
0023b502d95ae54c7c0e5f7a3cef3ad620651efe04e4253bfd3ada4e62161dfe,6.8996662667961335e-06,0.20959523003615593,0.0561011725431374,0.2676643573112792,Increasing
002da62dc54b7a789473182feddfad7c185a94608196e9169bf61a17a90e6915,1.4302577254962272e-06,0.13901704741258625,0.025102029269737494,0.18056799318458852,Increasing
002dee79e61047af5f33e9fc617562a4117e25ca2192ed01c6608f37760c9504,1.506425646582134e-05,0.21371962623550267,0.07302143001491683,0.34166927624350607,Increasing
00360f8639d63be18f35bf7181f155f69bf176003b5ee3916ea427c508085a35,-1.1024462722527487e-06,0.24482923560427525,0.022078642116708215,0.09017976167027118,Decreasing
0037de47a2397f66e7a8a4f8c04962390c6b5fbf5dc19dcd1909807d989002dd,1.0875493810967918e-05,0.30170351133742457,0.16135372904276823,0.5348089199476057,Increasing
00489151865c9806ea977413603cc72b8bc27ff57350e878fcbedcb4d69317b1,2.5645051166779894e-06,0.08871504946342937,0.05166963855986649,0.5824224736657115,Increasing
004a149b06c038586f30361ac6f16adb2ee32aee5f80784a4bda6a257814a9a4,2.9246731863023743e-06,0.2447625953308095,0.0317231873223659,0.12960798719873984,Increasing
0050b980111bad9422575db977d18199b5426cfa491073e4be3efa1acb1aa136,-8.180776118678256e-07,0.08640130055180427,0.08443248156733978,0.9772130862395522,Stable
0051177c9c0ec5ba203990395f5e785e9e913321576aed98d30b9ccab17d5823,-4.709697102468914e-07,0.2034553540906719,0.028093219435405298,0.1380805118693769,Stable
0052816ff7fcdf2a35953c34f9f2ea4c127623533e3274ce46bf0a7c3956f1ac,-8.684485226060584e-07,0.06850675231750568,0.02379722613979972,0.347370519470951,Stable
0054900c9a8b6e82d6c102fe69ce4ec95fd189f23336f2c72fb46e2e3bef283a,-5.013583011011838e-07,0.14161396264932688,0.02414099279182139,0.17047042777554913,Stable
005932ecd8e0888863372c2ca998801ea6a7f2fef1e9dde0035d5c68c92bc145,-1.1163686782723583e-06,0.18184241714246607,0.040389742909554466,0.22211397947878553,Decreasing
005b44a54261c2606e2c5c9a1e8ff47c933f023d59cb171c0df08cea878403bf,4.219786672653628e-06,0.2637869788718704,0.11982775583800359,0.4542595557614983,Increasing
005e34f194141e43c7d90738e0d76a38f074f5afb8daf2540023f38851a85ac2,-3.0432508812674737e-06,0.15620799683475933,0.026529241556873095,0.16983280046114654,Decreasing
0062c8d5ca7dfed574aab968f665978a9cb770a0d8f325cdfc741d3cd6f60cb1,-4.472845049476579e-06,0.1753950807569544,0.04545853014809323,0.2591779082509462,Decreasing
00688d15088ce2e0fcb251e2cad627a0b1bd2f2d5c462c9fb28cd22449cbc8db,2.648318338668595e-05,0.40779481775802184,0.3428778884311548,0.8408098227344625,Increasing
00740539bc141a16321919f2a16b6c364a38047b84bb982cf9165dc604fab931,-7.063718281041811e-06,0.1047224262123927,0.028338030028911835,0.2706013511512623,Decreasing
008189c1cb058a65a847a3e917fb77cff50abc30486b6e330131a09ce1a1a80f,1.5148796816392252e-05,0.18214698199468304,0.06613637259609126,0.3630934307658296,Increasing
0087fcf95da46d578c5ac5e129b92b3b699a905d65fa3c1b6ad88e02f4bb7d92,1.1096921208715246e-06,0.240319858003529,0.0333050650616287,0.1385864045456436,Increasing
008991fb296b8cd6a34324ef4e67b8d5244048a602418cc9c7e7982660d34a11,2.9496615939442262e-05,0.45048844884706096,0.24130125145399287,0.5356435932409749,Increasing
008a62eeaa03dd8db7364cda08f2c21e0475d8b18b0499d2734ab8aab34da300,-1.0283648049272328e-07,0.003789379591728887,0.007772782597864331,2.0512018945871913,Stable
0092f0cfe994ff786f9dd416d896c5f9fe01ab60b214f86cba2a6c295e1de3b1,1.2823670751280282e-05,0.33512873906220925,0.11610079397472249,0.3464364002311689,Increasing
0093f0f5f552471964e924c74d2d163fc47842fd5ac7d6519bc1ef705e478017,2.1478572005544144e-06,0.33360324619403775,0.011066392143103674,0.033172315525571934,Increasing
00983b85e8be33dbe113890de6f1e1566d7fa82a3562a7cc986e4075d3287a39,-3.8981394660117797e-07,0.29271826160352327,0.03334718605701105,0.11392246549406834,Stable
00991127eac61693a824e0eb0ccda185348907f621a1079d6e55e79292234ffe,2.0920012046746934e-05,1.0008828909417167,0.2194006824025566,0.2192071463986417,Increasing
